Name,Platform,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales
BlazBlue: Continuum Shift II,PSP,2011,30000.0,20000.0,70000.0,10000.0
Gravity Rush Remastered,PS4,2015,20000.0,50000.0,40000.0,10000.0
The Sky Crawlers: Innocent Aces,Wii,2008,90000.0,20000.0,10000.0,10000.0
Baroque,PS2,2007,50000.0,40000.0,20000.0,10000.0
Operation Abyss: New Tokyo Legacy,PSV,2014,40000.0,10000.0,60000.0,20000.0
Transformer: Rise of the Dark Spark,PS3,2014,40000.0,50000.0,10000.0,20000.0
Echo Night,PS,1998,30000.0,20000.0,70000.0,10000.0
Gladiator Begins,PSP,2010,50000.0,10000.0,50000.0,10000.0
The King of Fighters '98 Ultimate Match,PS2,2008,40000.0,30000.0,30000.0,10000.0
Undead Knights,PSP,2009,50000.0,10000.0,60000.0,10000.0
Tenchu: Shadow Assassins,PSP,2009,30000.0,30000.0,50000.0,10000.0
Lost Planet 3,X360,2013,70000.0,40000.0,10000.0,10000.0
Blazblue: Continuum Shift Extend,PSV,2011,30000.0,50000.0,20000.0,20000.0
Killer is Dead,X360,2013,80000.0,20000.0,10000.0,10000.0
Sacred 3,PS3,2014,30000.0,50000.0,20000.0,20000.0
Assassin's Creed Chronicles,PSV,2016,20000.0,60000.0,10000.0,20000.0
Rodea the Sky Soldier,WiiU,2015,80000.0,20000.0,10000.0,10000.0
MegaTagmension Blanc + Neptune VS Zombies,PSV,2015,20000.0,30000.0,50000.0,10000.0
Deception IV: Blood Ties,PS3,2014,20000.0,20000.0,60000.0,10000.0
Makai Shin Trillion,PSV,2014,20000.0,20000.0,60000.0,10000.0
Tokyo Twilight Ghost Hunters,PSV,2014,60000.0,10000.0,20000.0,20000.0
F1 2002,PS2,2002,50000.0,40000.0,20000.0,10000.0
Dead Island Definitive Collection,PS4,2016,20000.0,70000.0,10000.0,20000.0
Dokapon Kingdom,PS2,2007,50000.0,40000.0,20000.0,10000.0
Samurai Warriors 4-II,PS4,2015,30000.0,20000.0,60000.0,10000.0
Criminal Girls: Invite Only,PSV,2013,40000.0,20000.0,40000.0,20000.0
BlazBlue: Calamity Trigger Portable,PSP,2010,70000.0,10000.0,30000.0,10000.0
JU-ON: The Grudge,Wii,2009,80000.0,10000.0,10000.0,10000.0
Akiba's Trip: Undead & Undressed,PS3,2013,50000.0,10000.0,40000.0,10000.0
BlazBlue: Continuum Shift II,3DS,2011,50000.0,10000.0,40000.0,10000.0
Carnage Heart,PS,1995,10000.0,10000.0,90000.0,10000.0
Earth Defense Force 2: Invaders from Planet Space,PSV,2014,40000.0,10000.0,40000.0,20000.0
Project: Horned Owl,PS,1995,30000.0,20000.0,50000.0,10000.0
Champion Jockey: G1 Jockey & Gallop Racer,Wii,2011,50000.0,40000.0,10000.0,10000.0
Gallop Racer 2006,PS2,2005,20000.0,20000.0,60000.0,10000.0
E?O?E: Eve of Extinction,PS2,2002,40000.0,30000.0,20000.0,10000.0
Monster Rancher EVO,PS2,2005,20000.0,20000.0,50000.0,10000.0
Blades of Time,PS3,2012,40000.0,30000.0,10000.0,10000.0
Bullet Witch,X360,2006,70000.0,10000.0,20000.0,10000.0
Dragonseeds,PS,1998,30000.0,20000.0,40000.0,10000.0
Atelier Sophie: The Alchemist of the Mysterious Book,PS4,2015,10000.0,20000.0,60000.0,10000.0
Arcania: Gothic 4,X360,2010,30000.0,40000.0,10000.0,10000.0
Shadow Tower,PS,1998,10000.0,10000.0,70000.0,10000.0
Natural Doctrine,PS4,2014,50000.0,20000.0,20000.0,10000.0
The King of Fighters XIV,PS4,2016,40000.0,10000.0,30000.0,10000.0
Forever Kingdom,PS2,2001,20000.0,20000.0,40000.0,10000.0
Space Invaders Extreme,PSP,2008,60000.0,10000.0,10000.0,10000.0
Last Rebellion,PS3,2010,60000.0,10000.0,10000.0,10000.0
Samurai Warriors 4: Empires,PS4,2015,20000.0,10000.0,50000.0,10000.0
Prinny: Can I Really Be the Hero?,PSP,2008,20000.0,10000.0,50000.0,10000.0
Theme Hospital,PS,1998,30000.0,20000.0,30000.0,10000.0
Guilty Gear XX Accent Core Plus,PSP,2008,30000.0,10000.0,40000.0,10000.0
Natural Doctrine,PSV,2014,30000.0,20000.0,30000.0,10000.0
Arslan: The Warriors of Legend,PS4,2015,20000.0,10000.0,40000.0,10000.0
Dead or Alive 5,XOne,2015,40000.0,30000.0,10000.0,10000.0
Warriors Orochi 3 Hyper,WiiU,2012,40000.0,20000.0,20000.0,10000.0
Steins;Gate,PS3,2012,10000.0,40000.0,20000.0,10000.0
The Witch and the Hundred Knight,PS4,2015,20000.0,10000.0,50000.0,10000.0
A-Train,PS,1995,20000.0,10000.0,40000.0,10000.0
Final Fantasy XI: Vana'diel Collection 2008,PS2,2007,30000.0,30000.0,10000.0,10000.0
Assassin's Creed Chronicles,PS4,2016,10000.0,50000.0,10000.0,10000.0
Mugen Souls Z,PS3,2013,20000.0,10000.0,40000.0,10000.0
Grand Kingdom,PSV,2015,10000.0,20000.0,40000.0,10000.0
Guilty Gear Xrd -Revelator-,PS3,2016,10000.0,20000.0,20000.0,10000.0
Odin Sphere: Leifthrasir,PS3,2016,10000.0,20000.0,30000.0,10000.0
Natural Doctrine,PS3,2014,30000.0,10000.0,10000.0,10000.0
Smash Court Tennis 3,PSP,2007,10000.0,10000.0,10000.0,10000.0
