artiste,titre,popularite,score_danse,tempo,genre,duree
KISS,I Was Made For Lovin' You,79.0,0.768,128.373,8,271240.0ms
Nation of Language,The Wall & I,46.0,0.558,141.995,6,304714.0ms
Maja Lena,Avalanche,49.0,0.415,113.993,1,179307.0ms
Inter Arma,Citadel,26.0,0.247,147.499,8,400717.0ms
Miri Mesika,◊ê◊ù ◊ñ◊ê◊™ ◊î◊ê◊î◊ë◊î ◊©◊ú◊ö,18.0,0.561,134.921,9,222800.0ms
Sunny War,Age of a Man,39.0,0.655,145.043,2,219253.0ms
Volbeat,Our Loved Ones,49.0,0.438,149.981,8,290547.0ms
Mr. Oizo,Jo,39.0,0.798,119.546,6,136787.0ms
Arctic Monkeys,Fake Tales Of San Francisco,63.0,0.454,127.158,6,177947.0ms
Hannah Sands,Happy Girl,36.0,0.719,88.023,6,185455.0ms
Twin Wild,Willow Tree,47.0,0.457,95.015,10,199413.0ms
flora cash,Soul Mate,59.0,0.429,129.842,9,237781.0ms
Marika Hackman,Drown,40.0,0.287,117.886,6,231671.0ms
"Crosby, Stills & Nash",Suite: Judy Blue Eyes - 2005 Remaster,63.0,0.451,154.206,10,444053.0ms
Russ Millions,Body,85.0,0.889,141.069,5,183830.0ms
AC/DC,Demon Fire,64.0,0.521,160.026,8,210360.0ms
Terakaft,Tenere wer tat zinchegh,18.0,0.568,93.031,2,288320.0ms
Arch Enemy,War Eternal,58.0,0.445,155.045,8,256053.0ms
Arctic Monkeys,Why'd You Only Call Me When You're High?,62.0,0.691,92.004,9,2.6854min
Adrianwave,Start It!,29.0,0.895,125.025,6,232320.0ms
"Clean Bandit, Topic, Wes Nelson",Drive (feat. Wes Nelson),66.0,0.81,125.994,9,2.98958333min
Lilly Hiatt,Trinity Lane,35.0,0.578,145.056,10,233922.0ms
John K,ilym (feat. ROSIE),63.0,0.261,179.077,9,236082.0ms
Hot Hot Heat,Bandages,53.0,0.376,150.212,6,212333.0ms
Lonnie Brooks,Family Curse,9.0,0.754,102.586,2,277293.0ms
Shalom Hanoch,◊ò◊ô◊ï◊ú ◊ú◊ô◊§◊ï,24.0,0.814,121.674,10,614040.0ms
Lukas Nelson and Promise of the Real,Perennial Bloom (Back To You),51.0,0.468,125.867,1,196960.0ms
"Lata Mangeshkar, Usha Mangeshkar, S. P. Balasubrahmanyam, Shailendra Singh",Aaya Mausam Dosti Ka,22.0,0.527,103.235,3,6.783333333min
Tomorrows Bad Seeds,Bad Seeds,43.0,0.758,164.029,10,166400.0ms
Death In Vegas,Aladdin's Story,29.0,0.532,81.985,6,284200.0ms
Sparks,This Town Ain't Big Enough For Both Of Us,37.0,0.462,129.821,1,185827.0ms
Big Thief,Shark Smile - Edit,59.0,0.688,131.042,6,194760.0ms
Ravi,Mandinka King,33.0,0.267,78.927,7,5.13155min
JJ Wilde,Off The Rails,46.0,0.631,96.935,10,175361.0ms
Kris Barras Band,Ignite (Light It Up),37.0,0.604,102.993,10,196104.0ms
Madi Diaz,"New Person, Old Place",51.0,0.603,134.891,1,246227.0ms
Octopus Montage,Voices,44.0,0.478,150.007,8,255400.0ms
Courtney Barnett,Avant Gardener,51.0,0.443,115.277,6,312227.0ms
Toots & The Maytals,54-46 Was My Number,58.0,0.685,160.448,10,204027.0ms
U.K.,In The Dead Of Night,36.0,0.519,153.644,10,334040.0ms
The Searchers,Needles and Pins - Mono,56.0,0.565,124.287,10,2.18933333min
The Five Stairsteps,O-o-h Child,65.0,0.488,88.368,5,197160.0ms
Ihsahn,Spectre At The Feast,39.0,0.392,179.899,8,258800.0ms
The Clash,I Fought the Law,63.0,0.526,151.279,10,163240.0ms
Shlomo Artzi,◊ê◊™ ◊ï◊ê◊†◊ô,32.0,0.343,141.89,10,166187.0ms
Viagra Boys,Down in the Basement,41.0,0.532,134.676,6,216284.0ms
Curtis Harding,Hopeful,34.0,0.51,79.984,9,316360.0ms
DevilDriver,Sail,43.0,0.455,119.04,8,246480.0ms
Chip Tha Ripper,Interior Crocodile Alligator,49.0,0.742,178.401,9,110253.0ms
Kitsune,A Place To Be Safe,32.0,0.339,113.436,10,220235.0ms
Bryan Adams,Here I Am - End Title,59.0,0.581,98.963,10,284067.0ms
Maya,Feel It,6.0,0.564,120.061,0,9.184883333min
XYZ,When I Find Love,35.0,0.356,184.719,10,257133.0ms
Greg Koch,Sweet Tea,24.0,0.417,155.954,2,599678.0ms
Cautious Clay,Wildfire,60.0,0.564,85.013,6,151913.0ms
The Cure,Play For Today,51.0,0.458,80.425,6,218960.0ms
IMMERSE,With You,41.0,0.448,100.007,8,186503.0ms
Jon Pardi,Head Over Boots,72.0,0.563,108.008,4,3.37245min
Bon Jovi,99 In The Shade,33.0,0.366,146.519,10,269893.0ms
Herman Brood & His Wild Romance,Hot Shot,21.0,0.45,185.989,1,210200.0ms
Iceage,Lockdown Blues,35.0,0.258,112.116,6,236985.0ms
Walking On Cars,As We Fly South,37.0,0.529,89.921,10,231620.0ms
Itay Levi,Nyc,33.0,0.791,124.012,9,192000.0ms
Durukan Betses,√áakal,18.0,0.709,109.963,10,245375.0ms
42 Dugg,4 Da Gang (with Roddy Ricch),82.0,0.871,100.482,5,155720.0ms
White Denim,It Might Get Dark,40.0,0.441,140.239,1,216920.0ms
Barns Courtney,Little Boy,47.0,0.654,113.955,9,233448.0ms
Yuto Kanazawa,Sabor a Mí,40.0,0.435,75.006,7,1.88125min
Jaishree Shivram,Ishq Hai Ishq Hai,33.0,0.434,78.033,3,5.538666667min
Gorgeous Bully,I Can See,31.0,0.353,82.831,6,182169.0ms
James Arthur,September,77.0,0.641,102.912,9,3.68151667min
Bea Anderson,Shrugs,30.0,0.559,126.655,9,185025.0ms
Band Of Skulls,Nightmares,24.0,0.413,126.343,6,251429.0ms
Medicine,Time Baby III,40.0,0.36,172.043,10,231226.0ms
Velvet Revolver,Slither,66.0,0.478,141.077,1,248307.0ms
The Slits,I Heard It Through The Grapevine,52.0,0.714,129.924,6,238720.0ms
The Blues Preachers,Pay Day,37.0,0.629,90.049,2,250667.0ms
The Fratellis,Chelsea Dagger,56.0,0.51,154.561,1,202617.0ms
Bombay Bandook,Tilak,34.0,0.466,134.899,0,5.988183333min
Sweet Misery,Tré Burt,53.0,0.614,87.353,0,3.155483333min
PLASMAS,Always,22.0,0.461,140.012,6,273509.0ms
Wilderado,Head Right,45.0,0.54,145.009,1,197738.0ms
Seefeel,Polyfusion,35.0,0.458,141.631,6,383827.0ms
Duke Pearson,Ready Rudy?,30.0,0.534,81.065,2,358747.0ms
Hacktivist,Reprogram,42.0,0.523,139.017,10,272121.0ms
Oasis,Hello,50.0,0.162,132.31,10,203187.0ms
Why Bonnie,Athlete,24.0,0.539,102.03,1,191890.0ms
Billy Childs,It Never Entered My Mind,40.0,0.521,120.755,7,5.20245min
Okta Logue,Runway Markings,37.0,0.481,150.023,6,385907.0ms
"Tim McGraw, Faith Hill",It's Your Love,53.0,0.474,144.366,4,3.788883333min
Tom Robinson Band,2-4-6-8 Motorway,53.0,0.672,124.782,1,197933.0ms
Softspoken,The Road,37.0,0.417,79.998,10,226600.0ms
Great Grandpa,Bloom,37.0,0.236,97.577,1,262200.0ms
chloe moriondo,Bugbear,59.0,0.634,99.979,6,173600.0ms
Skrillex,Too Bizarre (with Swae Lee & Siiickbrain),68.0,0.666,159.962,10,158733.0ms
DARKSIDE,Paper Trails,55.0,0.947,113.236,2,289841.0ms
Parquet Courts,Borrowed Time,35.0,0.407,92.334,1,152049.0ms
The Adverts,Gary Gilmore's Eyes,39.0,0.421,157.927,6,136960.0ms
Marina Maximilian,Easy Life - Remix by Assaf Amdursky,21.0,0.403,100.019,9,209400.0ms
Mississippi Fred McDowell,Good Morning Little Schoolgirl,41.0,0.502,103.467,2,201600.0ms
Yehudit Ravitz,◊°◊ú◊ô◊ó◊ï◊™,29.0,0.373,99.799,10,225000.0ms
"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,92.0,0.824,122.98,9,2.81921667min
Shura,obsession,39.0,0.701,167.795,6,211871.0ms
Miloe,Winona,54.0,0.65,106.005,6,145187.0ms
Calvin Harris,Acceptable in the 80's - Tom Neville Remix,10.0,0.767,125.985,1,431973.0ms
Biffy Clyro,End Of,42.0,0.474,168.148,1,277427.0ms
Ehud Banai,◊î◊õ◊ï◊õ◊ë ◊©◊ú ◊û◊ó◊ï◊ñ ◊í◊ï◊© ◊ì◊ü,35.0,0.689,92.028,10,179827.0ms
Body Count,Point the Finger (feat. Riley Gale),33.0,0.447,76.466,10,158680.0ms
Menta,Ocho Domingos,29.0,0.447,155.921,6,154761.0ms
Wild Child,Back & Forth,47.0,0.749,123.965,9,211360.0ms
Here Comes The Light,Jamie Drake,33.0,0.706,116.001,0,3.7875min
Jack Harlow,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",82.0,0.904,145.013,9,227478.0ms
Deep Purple,Sail Away - Remastered 2007,45.0,0.576,95.765,10,352293.0ms
Lord Huron,Mine Forever,7.0,0.569,122.965,9,288283.0ms
Marie Byrd Land Band,Catatumbo Lightnings,32.0,0.424,160.004,10,255000.0ms
The National Parks,Lover,46.0,0.673,107.984,0,2.72236667min
Maddie Medley,Buzz,46.0,0.51,173.945,6,261476.0ms
dying in designer,Lovely,51.0,0.822,140.065,5,167427.0ms
Nine Inch Nails,March Of The Pigs,46.0,0.503,134.462,8,178493.0ms
Tunde Jegede,El Sicuri,32.0,0.508,125.242,7,2.92555min
Matteo Vallicelli,Dietrofront,38.0,0.421,159.993,6,377533.0ms
Fatboy,Bad News From Pretty Red Lips,38.0,0.661,98.275,10,166040.0ms
The Casket Lottery,Code Red,34.0,0.462,162.104,10,283027.0ms
The Beatles,Yesterday - Remastered 2009,76.0,0.332,96.529,10,125667.0ms
Omer Adam,◊ê◊ú◊£ ◊§◊¢◊û◊ô◊ù,30.0,0.737,125.951,9,201467.0ms
Robert Jon & the Wreck,Gold,31.0,0.491,127.973,2,297853.0ms
Eviatar Banai,◊ë◊®◊ê◊©◊ô◊™,24.0,0.534,156.185,10,219733.0ms
Soil,Breaking Me Down,51.0,0.526,150.922,8,154293.0ms
Ayron Jones,Take Your Time,39.0,0.432,148.006,10,294685.0ms
Godsmack,When Legends Rise,56.0,0.428,124.115,8,172826.0ms
Dhruv Visvanath,Drop,16.0,0.493,157.09,6,174015.0ms
Orion,Time For Crime,42.0,0.737,99.988,6,201867.0ms
Katzin,Getaway,48.0,0.889,135.001,9,128000.0ms
D Power Diesle,D√©j√† vu,38.0,0.545,174.587,5,165458.0ms
MGMT,Little Dark Age,80.0,0.705,97.512,9,299960.0ms
Tony Joe White,Bubba Jones,36.0,0.406,169.748,1,266013.0ms
Henrik Freischlader,Point of View,39.0,0.317,202.18,2,248707.0ms
"Jerry ""Boogie"" McCain",Honky Tonk Parts 1 & 2,12.0,0.521,105.62,2,230093.0ms
The Vaccines,Post Break-Up Sex,57.0,0.401,136.873,6,174453.0ms
Kelsey Lu,Poor Fake,46.0,0.406,110.615,6,281133.0ms
Press Club,Late Teens,27.0,0.428,105.691,6,205266.0ms
Kinder,El Exilio de Godomar,23.0,0.529,99.914,10,249992.0ms
Jeru The Damaja,Ya Playin' Yaself,53.0,0.858,91.522,5,226800.0ms
Vintage Trouble,Doin' What You Were Doin',23.0,0.681,92.913,2,242090.0ms
The Sweetgreens,You Don't Know What Love Is,51.0,0.581,118.494,7,2.50205min
DYGL,Did We Forget How to Dream in the Daytime?,30.0,0.63,95.969,9,298025.0ms
PJ Harding,Dear August,70.0,0.643,147.019,9,200940.0ms
Sasha Daniel,Ti-Ti,29.0,0.48,90.019,6,170937.0ms
Eugene Lambert,For Heavens Sake,49.0,0.532,74.393,7,3.788883333min
Machine Head,Halo,45.0,0.229,148.918,8,542587.0ms
Tom Petty,Wildflowers,70.0,0.537,86.813,10,190320.0ms
Chevelle,Mars Simula,57.0,0.388,196.004,10,251440.0ms
MGMT,Kids,78.0,0.451,122.961,6,302840.0ms
Alfie Templeman,Everybody‚Äôs Gonna Love Somebody - Edit,59.0,0.861,120.029,6,196709.0ms
Sleater-Kinney,Bury Our Friends,32.0,0.407,120.0,6,203813.0ms
Richard Hell,Blank Generation,51.0,0.44,138.104,6,167840.0ms
Steve Hill,Going Down the Road Feeling Bad,40.0,0.401,182.966,2,297881.0ms
Kalipo,Footsteps (feat. Rampue),42.0,0.788,110.994,6,387480.0ms
MC Kevinho,Corpo sensual,51.0,0.702,194.001,9,175479.0ms
Halflives,Rockstar Everyday,44.0,0.701,107.99,1,203333.0ms
Eden Ben Zaken,◊ê◊ú ◊™◊™◊ß◊©◊® ◊ê◊ú◊ô◊ô,27.0,0.676,140.053,9,225773.0ms
Sue Foley,The Ice Queen,38.0,0.488,151.196,2,383133.0ms
Supergrass,"Tales of Endurance, Pt. 4, 5 & 6",53.0,0.282,91.536,10,331427.0ms
The Lagoons,Daybreak,40.0,0.473,170.1,6,173346.0ms
Jon Hopkins,Wintergreen,52.0,0.306,91.856,6,224145.0ms
John Lee Hooker,Crawlin' King Snake,38.0,0.592,89.083,2,181200.0ms
Blondie,Call Me,70.0,0.56,142.669,6,212600.0ms
Bleachers,Chinatown (feat. Bruce Springsteen),64.0,0.442,89.001,10,247968.0ms
Skillet,Legendary,66.0,0.548,124.031,8,244538.0ms
Puddle Of Mudd,She Hates Me,71.0,0.58,109.781,10,216760.0ms
Beach Riot,"Tune in, Drop Out",30.0,0.373,164.896,10,170162.0ms
Sagol 59,◊õ◊î◊®◊£ ◊¢◊ô◊ü,23.0,0.564,169.828,5,262972.0ms
The Damned,New Rose,49.0,0.19,173.578,1,162240.0ms
Psychic Temple,You Ain't a Star,29.0,0.448,167.371,1,189893.0ms
Until I Wake,Self Medicated,55.0,0.428,145.052,8,189103.0ms
Faith No More,The Gentle Art of Making Enemies - 2016 Remaster,41.0,0.412,170.133,8,208707.0ms
Hole,Malibu,61.0,0.528,122.372,6,230040.0ms
"Becky Hill, David Guetta",Remember,83.0,0.612,123.849,9,2.67943333min
The (International) Noise Conspiracy,Smash It Up!,37.0,0.59,149.048,1,193867.0ms
"Anhad + Tanner, Akanksha Grover",Coming Home (feat. Akanksha Grover),16.0,0.547,127.953,0,4.914266667min
Dudu Aharon,◊°◊ú◊ô◊ó◊î,30.0,0.703,128.042,9,170133.0ms
Roomful Of Blues,What Can I Do?,33.0,0.676,150.211,2,184360.0ms
Babyface Ray,A Million Cash Race,51.0,0.627,173.143,5,122916.0ms
The Black Keys,Eagle Birds,44.0,0.512,93.998,2,160543.0ms
Guns N' Roses,Nightrain,61.0,0.4,149.412,10,4.43621667min
Katy Kirby,Cool Dry Place,42.0,0.412,137.469,6,300587.0ms
Arctic Monkeys,Snap Out Of It,73.0,0.728,130.014,6,193030.0ms
Korn,Blind,65.0,0.283,92.049,8,258267.0ms
Aga Ujma,In the Ocean,21.0,0.33,106.018,6,157533.0ms
Faces,Ooh La La - 2004 Remaster,59.0,0.603,147.814,0,3.58266667min
Architects,A Match Made In Heaven,53.0,0.517,121.503,8,228018.0ms
W.C. Clark,Lover's Plea,8.0,0.75,115.926,2,209307.0ms
The (International) Noise Conspiracy,Smash It Up!,37.0,0.59,149.048,6,193867.0ms
Brendan Perry,In The City‚Äôs Hammam,33.0,0.701,101.994,6,203087.0ms
Froth,Passing Thing,29.0,0.404,166.761,1,291740.0ms
Sharon Van Etten,Let Go,53.0,0.339,113.034,6,282046.0ms
Steppenwolf,Magic Carpet Ride,71.0,0.64,111.676,10,271573.0ms
Adrian Muriel,The One And Only,45.0,0.584,113.369,7,3.952966667min
"Lata Mangeshkar, Udit Narayan",Is Dil Mein Kya Hai,30.0,0.682,95.046,3,4.816666667min
King Gizzard & The Lizard Wizard,Intrasport,53.0,0.655,109.984,10,252631.0ms
Dameer,Michelle,43.0,0.689,116.014,6,222227.0ms
Olamide,Wonma!,34.0,0.799,129.039,9,174884.0ms
The Rolling Stones,Dance (pt 1) - Remastered,43.0,0.74,107.411,10,263227.0ms
blink-182,Bored To Death,62.0,0.502,159.948,10,235613.0ms
David Johansen,Personality Crisis,25.0,0.311,164.759,10,224973.0ms
"Eric Whitacre, Dominic Cheli, Adam Millstein, Emma Wernig, Ben Solomonow, Max Karmazyn",Sing Gently (Arr. for String Quartet and Piano),30.0,0.197,118.195,7,3.64545min
Steve Smyth,Written Or Spoken,34.0,0.341,168.388,2,299613.0ms
Dead Poet Society,.burymewhole.,42.0,0.24,176.78,1,188166.0ms
White Denim,Holda You (I'm Psycho),25.0,0.381,110.727,6,239507.0ms
Ain't That The Way,Holy Hive,40.0,0.699,108.157,0,2.8997min
Jordan Run,Bitter Taste,20.0,0.472,81.75,2,186213.0ms
Metallica,Mama Said,57.0,0.448,135.254,8,319693.0ms
Erica Banks,Buss It,78.0,0.956,110.003,5,187000.0ms
Beach Bunny,Ms. California,51.0,0.582,121.968,6,172037.0ms
Cal in Red,Zebra,35.0,0.569,99.995,6,224400.0ms
Primal Scream,Loaded - Edit,26.0,0.67,91.136,10,273240.0ms
We Are The In Crowd,The Best Thing (That Never Happened),50.0,0.521,159.909,10,171027.0ms
R.L. Burnside,It's Bad You Know,42.0,0.814,114.944,2,298000.0ms
Thomas Jack,Rise Up - Acoustic Version,34.0,0.705,104.017,9,141346.0ms
Yehudit Ravitz,◊©◊ë◊™◊ï◊™ ◊ï◊ó◊í◊ô◊ù,22.0,0.549,109.591,10,317133.0ms
Therematic,Exotique Mecanique,16.0,0.549,103.991,6,223077.0ms
Rick Ross,Hustlin',7.0,0.708,136.092,5,255093.0ms
"Salim–Sulaiman, Shreya Ghoshal",Muraliya,30.0,0.344,139.048,0,4.2605min
Holly Humberstone,The Walls Are Way Too Thin,42.0,0.763,122.802,9,220840.0ms
Eviatar Banai,◊§◊®◊í◊ï◊ú◊î,29.0,0.678,136.008,10,262140.0ms
Here Lies Man,Animal Noises,36.0,0.52,91.914,10,252089.0ms
Sammy Brue,Teenage Mayhem,32.0,0.475,125.971,10,168812.0ms
Better Things,Kee'ahn,46.0,0.601,169.739,0,3.703383333min
Jethro Tull,Heavy Horses - 2003 Remaster,39.0,0.436,111.381,10,534667.0ms
Ladytron,Seventeen,70.0,0.642,119.55,9,277867.0ms
FIDLAR,West Coast,42.0,0.3,181.866,6,202573.0ms
Domestic Technology,Caff√® Latte,37.0,0.932,119.952,6,232000.0ms
Yoste,Arc,49.0,0.366,139.473,6,202560.0ms
Otis Kane,Sweet Sensation,43.0,0.664,85.154,1,163509.0ms
The Hound + The Fox,Shallow,48.0,0.581,95.691,0,3.6952min
Calva Louise,Belicoso,39.0,0.534,140.06,1,169710.0ms
Fear Factory,Disruptor,50.0,0.547,133.011,8,225133.0ms
Valley Boy,Gummi Bear,25.0,0.488,94.032,6,258107.0ms
Wooden Shjips,Everybody Knows,38.0,0.352,123.817,6,318560.0ms
Slomosa,Kevin,45.0,0.472,151.913,10,167389.0ms
Savoy Brown,Hellbound Train,49.0,0.268,163.057,10,550507.0ms
The Strokes,Hard To Explain,59.0,0.406,82.495,1,223980.0ms
John Mayer,Your Body Is a Wonderland,76.0,0.647,94.01,10,249627.0ms
Jacques Burtin,Cantilène 6,23.0,0.541,112.932,7,1.98min
Anguid,warm blooded,9.0,0.763,130.088,6,187923.0ms
The Orielles,Bobbi's Second World,42.0,0.567,111.079,6,202844.0ms
Quicksand,Inversion,41.0,0.424,158.089,10,158333.0ms
Eve,Let Me Blow Ya Mind,73.0,0.908,90.032,5,230133.0ms
KISS,I Was Made For Lovin' You,79.0,0.768,128.373,10,271240.0ms
Foo Fighters,Learn to Fly,74.0,0.465,135.997,10,235293.0ms
Ehud Banai,◊ê◊ú ◊™◊§◊ó◊ì,28.0,0.5,141.682,10,394867.0ms
Marika Hackman,Playground Love,36.0,0.784,140.0,6,148120.0ms
Ornette Coleman,When Will The Blues Leave?,30.0,0.631,92.336,2,300707.0ms
Linkin Park,One More Light,72.0,0.593,83.966,10,255067.0ms
Lifehouse,Chapter One,34.0,0.65,154.006,10,217947.0ms
The Rolling Stones,Little T&A - Remastered,45.0,0.53,136.123,10,203173.0ms
No Money Kids,Hush Hush,10.0,0.64,118.001,10,176962.0ms
Monster Magnet,Look To Your Orb For The Warning,47.0,0.419,145.637,10,392000.0ms
Itay Levi,◊ó◊™◊ï◊†◊™ ◊î◊©◊†◊î,39.0,0.775,129.973,9,190273.0ms
Del Water Gap,Ode to a Conversation Stuck in Your Throat,55.0,0.577,87.513,6,198927.0ms
Arik Einstein,◊î◊©◊ô◊® ◊¢◊ú ◊î◊™◊ï◊õ◊ô ◊ô◊ï◊°◊ô,27.0,0.438,81.898,10,271987.0ms
John Henry Barbee,"That's All Right, Pt. 1",25.0,0.537,183.332,2,220032.0ms
Steely Dan,Black Friday,47.0,0.528,131.287,10,221200.0ms
Allman Brown,Sweetest Thing,51.0,0.546,79.785,0,3.6417min
Mystery Jets,Young Love (feat. Laura Marling),55.0,0.63,136.155,6,202293.0ms
Preacher Boy,"Baby, Please Don't Go",36.0,0.553,124.312,2,203360.0ms
Them,Gloria - Stereo Version,62.0,0.641,129.118,1,156800.0ms
Margaret Glaspy,Stay With Me,39.0,0.559,175.361,6,217587.0ms
Free,All Right Now,70.0,0.787,120.059,10,330643.0ms
Chevy Rockets,Mano Cruel,17.0,0.533,114.978,2,155347.0ms
Pole,Tangente,34.0,0.832,95.717,6,307547.0ms
The Velvet Underground,Venus In Furs,57.0,0.225,144.724,10,312253.0ms
Sunday Drive,Ásgeir,42.0,0.362,102.415,0,3.708833333min
Erica Banks,Buss It (feat. Travis Scott),70.0,0.898,110.032,5,188963.0ms
Dhee,Enjoy Enjaami,71.0,0.856,110.009,9,279500.0ms
Asha Bhosle,Koi Mar Jaye - Deewaar / Soundtrack Version,9.0,0.502,129.215,3,5.60355min
Daniella Tourgeman,◊©◊ï◊ù ◊ì◊ë◊® ◊ú◊ê ◊¢◊ï◊ñ◊®,12.0,0.387,140.636,6,202977.0ms
Britney Spears,Womanizer,77.0,0.724,139.0,9,3.74min
Mabes,Wait & See,39.0,0.558,97.519,9,174268.0ms
Tak√©nobu,Fight to Make It Up,40.0,0.701,124.022,1,342401.0ms
COUNTERFEIT.,11:44,37.0,0.567,131.031,10,188987.0ms
Middle Kids,Questions,37.0,0.385,169.852,6,173640.0ms
Miynt,A bite of papaya,47.0,0.743,107.958,6,257033.0ms
Jensen McRae,Immune,59.0,0.545,150.125,6,210166.0ms
Caesars,Jerk It Out,64.0,0.58,134.007,9,195667.0ms
Yehuda Ledgley,The Smoking Cat (Hebrew track),3.0,0.466,107.296,6,255560.0ms
Everything Everything,No Reptiles,49.0,0.631,154.935,1,282853.0ms
Porches,rangerover - Bonus Track,48.0,0.634,149.782,6,135703.0ms
PVRIS,Dead Weight,57.0,0.6,119.008,10,207000.0ms
Sorcha Richardson,Ruin Your Night,49.0,0.715,108.991,6,188411.0ms
Bring Me The Horizon,nihilist blues (feat. Grimes),58.0,0.607,133.962,10,325502.0ms
Pantera,Revolution Is My Name,54.0,0.243,89.905,8,316493.0ms
Cannons,Fire for You,73.0,0.737,102.051,10,231826.0ms
√ìlafur Arnalds,Spiral - Sunrise Session,48.0,0.206,74.726,1,250160.0ms
Wolf Alice,Smile,60.0,0.368,187.239,6,196804.0ms
Corey Taylor,CMFT Must Be Stopped (feat. Tech N9ne and Kid Bookie),58.0,0.569,100.975,10,314446.0ms
Mokita,colorblind (kina remix),52.0,0.613,146.413,9,162741.0ms
Torque,H.L.S.,22.0,0.375,80.117,8,177547.0ms
Simone,everything/nothing,40.0,0.692,119.981,9,186027.0ms
Elai Botner,◊û◊û◊î ◊ê◊™ ◊§◊ï◊ó◊ì◊™,36.0,0.361,151.768,9,213947.0ms
The Beatles,While My Guitar Gently Weeps - Remastered 2009,69.0,0.453,115.0,10,285000.0ms
Infectious Grooves,Violent & Funky,45.0,0.477,104.822,8,256293.0ms
Mamie Smith,Crazy Blues,39.0,0.436,111.858,2,202240.0ms
Kris Berry,Superpower,50.0,0.728,77.861,6,249012.0ms
Enforced,Hemorrhage,29.0,0.207,99.91,8,276992.0ms
Teddy Wilson,As Times Goes By,38.0,0.44,90.907,7,3.129116667min
Westlife,I Need You,2.0,0.667,96.015,9,3.810666667min
The Rolling Stones,Citadel,44.0,0.247,114.801,10,170840.0ms
Eliad,◊†◊ï◊°◊¢ - Tzealon Remix,27.0,0.798,128.009,9,212666.0ms
Thin Lizzy,Cowboy Song,54.0,0.531,134.446,10,314440.0ms
Astr√¶a,Ripples In the Water,36.0,0.507,123.969,9,241063.0ms
Evanescence,Better Without You,52.0,0.516,151.989,10,245517.0ms
Iron Maiden,Run to the Hills - 1998 Remastered Version,23.0,0.193,172.855,10,237533.0ms
INXS,Listen Like Thieves,45.0,0.567,116.033,10,226347.0ms
Love,Alone Again Or,60.0,0.318,174.254,10,197275.0ms
Cigar Store Indians,Barfly,31.0,0.591,95.0,10,205947.0ms
Radio 4,Enemies Like This,39.0,0.33,160.004,10,261360.0ms
The Rocket Summer,Do You Feel,46.0,0.551,108.09,10,160973.0ms
Mr GISCARD,H&M,43.0,0.856,119.981,6,190960.0ms
Refused,Born On The Outs,44.0,0.615,125.039,6,214760.0ms
R.E.M.,Turn You Inside-Out - Remastered,43.0,0.307,176.852,10,257293.0ms
Okay Kaya,Comic Sans,42.0,0.757,133.995,6,169466.0ms
Buddy Burton & Fats Hudson,Blue Guitar Stomp,28.0,0.533,182.717,2,181551.0ms
Ghost King,Slither,27.0,0.358,170.051,6,141628.0ms
Thundercat,Dragonball Durag - Remix,59.0,0.626,80.985,5,221099.0ms
Queen,Gimme The Prize - Remastered 2011,39.0,0.236,84.768,10,273973.0ms
Kissing Candice,Tapeworm,24.0,0.577,129.971,8,161000.0ms
Euphoria,Back Against The Wall,11.0,0.605,93.965,2,319253.0ms
Behind the Light,Joshua Hyslop,43.0,0.208,82.067,0,2.863116667min
Jason Mraz,Lucky,75.0,0.623,130.032,9,191360.0ms
Moshe Peretz,◊î◊û◊ô◊ú◊ô◊ù ◊î◊ó◊°◊®◊ï◊™,26.0,0.67,101.964,9,247430.0ms
Mekaal Hasan Band,Darbari,23.0,0.386,129.935,0,5.26755min
T. Rex,Debora,48.0,0.512,159.745,6,198827.0ms
Gretchen Wilson,Redneck Woman,64.0,0.499,185.069,4,3.688883333min
Overmono,If U Ever,38.0,0.829,132.976,6,288331.0ms
Jake Bugg,Lightning Bolt,62.0,0.551,116.051,6,144013.0ms
H.E.A.T,Rise - Kenny Leckremo Version,33.0,0.496,105.006,8,257114.0ms
Lords Of The Underground,Funky Child,48.0,0.859,96.571,5,271067.0ms
An Autumn for Crippled Children,Splendour Unnoticed,28.0,0.131,145.022,8,247620.0ms
Mike Crigs,Moving Fast (feat. Jared Anthony),40.0,0.639,124.953,5,144000.0ms
The Hellacopters,Toys And Flavors,38.0,0.291,151.849,1,212493.0ms
Pocket,Different Ways To Love You,40.0,0.673,136.999,1,231241.0ms
Irma,Black Sun,42.0,0.576,93.716,2,206635.0ms
Angelus Apatrida,We Stand Alone,37.0,0.235,169.966,8,251573.0ms
Perturbator,"She Is Young, She Is Beautiful, She Is Next",47.0,0.448,135.023,6,304880.0ms
Lime Cordiale,Reality Check Please,53.0,0.703,138.048,9,220597.0ms
No Point Baby,Force Majeure,6.0,0.691,140.042,6,221629.0ms
Mest,Cadillac,45.0,0.62,92.525,10,167427.0ms
morgxn,home ft. WALK THE MOON,50.0,0.665,100.001,9,205049.0ms
James,Sit Down,63.0,0.561,126.077,6,244867.0ms
Kiko Loureiro,EDM (E-Dependent Mind),34.0,0.43,86.894,8,265213.0ms
